Department,Date,Deaths
AREQUIPA,2020-11-02,3
AYACUCHO,2020-11-02,2
CAJAMARCA,2020-11-02,3
CALLAO,2020-11-02,1
CUSCO,2020-11-02,1
ICA,2020-11-02,1
JUNIN,2020-11-02,3
LA LIBERTAD,2020-11-02,2
LAMBAYEQUE,2020-11-02,1
LIMA,2020-11-02,14
PASCO,2020-11-02,1
PIURA,2020-11-02,2
PUNO,2020-11-02,1
UCAYALI,2020-11-02,2
AMAZONAS,2020-11-03,1
ANCASH,2020-11-03,1
AREQUIPA,2020-11-03,2
CALLAO,2020-11-03,3
CUSCO,2020-11-03,1
HUANUCO,2020-11-03,3
ICA,2020-11-03,2
JUNIN,2020-11-03,3
LA LIBERTAD,2020-11-03,3
LIMA,2020-11-03,19
LORETO,2020-11-03,1
PASCO,2020-11-03,1
PUNO,2020-11-03,2
SAN MARTIN,2020-11-03,2
TACNA,2020-11-03,4
AMAZONAS,2020-11-04,1
APURIMAC,2020-11-04,1
AREQUIPA,2020-11-04,5
CAJAMARCA,2020-11-04,2
CALLAO,2020-11-04,3
CUSCO,2020-11-04,1
HUANUCO,2020-11-04,2
ICA,2020-11-04,1
LA LIBERTAD,2020-11-04,2
LIMA,2020-11-04,28
MADRE DE DIOS,2020-11-04,1
MOQUEGUA,2020-11-04,1
PIURA,2020-11-04,4
PUNO,2020-11-04,1
SAN MARTIN,2020-11-04,1
TACNA,2020-11-04,3
UCAYALI,2020-11-04,2
ANCASH,2020-11-05,5
APURIMAC,2020-11-05,2
AREQUIPA,2020-11-05,3
CAJAMARCA,2020-11-05,2
CALLAO,2020-11-05,3
CUSCO,2020-11-05,1
HUANCAVELICA,2020-11-05,1
HUANUCO,2020-11-05,1
ICA,2020-11-05,2
JUNIN,2020-11-05,3
LA LIBERTAD,2020-11-05,7
LAMBAYEQUE,2020-11-05,1
LIMA,2020-11-05,17
LORETO,2020-11-05,1
MADRE DE DIOS,2020-11-05,1
MOQUEGUA,2020-11-05,1
PASCO,2020-11-05,1
PIURA,2020-11-05,1
AMAZONAS,2020-11-06,2
ANCASH,2020-11-06,3
AREQUIPA,2020-11-06,4
AYACUCHO,2020-11-06,2
CAJAMARCA,2020-11-06,3
CALLAO,2020-11-06,3
HUANUCO,2020-11-06,2
JUNIN,2020-11-06,4
LA LIBERTAD,2020-11-06,2
LAMBAYEQUE,2020-11-06,1
LIMA,2020-11-06,19
PIURA,2020-11-06,5
SAN MARTIN,2020-11-06,3
UCAYALI,2020-11-06,4
AREQUIPA,2020-11-07,3
CAJAMARCA,2020-11-07,2
CALLAO,2020-11-07,2
HUANCAVELICA,2020-11-07,1
JUNIN,2020-11-07,1
LA LIBERTAD,2020-11-07,1
LAMBAYEQUE,2020-11-07,3
LIMA,2020-11-07,17
MADRE DE DIOS,2020-11-07,1
PASCO,2020-11-07,1
PIURA,2020-11-07,1
PUNO,2020-11-07,1
TACNA,2020-11-07,2
TUMBES,2020-11-07,2
UCAYALI,2020-11-07,1
ANCASH,2020-11-08,3
AREQUIPA,2020-11-08,2
AYACUCHO,2020-11-08,1
CAJAMARCA,2020-11-08,2
CALLAO,2020-11-08,4
CUSCO,2020-11-08,1
HUANCAVELICA,2020-11-08,1
HUANUCO,2020-11-08,4
ICA,2020-11-08,1
JUNIN,2020-11-08,1
LA LIBERTAD,2020-11-08,4
LAMBAYEQUE,2020-11-08,1
LIMA,2020-11-08,35
LORETO,2020-11-08,1
MOQUEGUA,2020-11-08,1
PIURA,2020-11-08,2
AREQUIPA,2020-11-09,3
CAJAMARCA,2020-11-09,2
CALLAO,2020-11-09,2
CUSCO,2020-11-09,1
HUANCAVELICA,2020-11-09,1
ICA,2020-11-09,3
JUNIN,2020-11-09,1
LA LIBERTAD,2020-11-09,2
LAMBAYEQUE,2020-11-09,3
LIMA,2020-11-09,26
MOQUEGUA,2020-11-09,1
PIURA,2020-11-09,1
PUNO,2020-11-09,2
UCAYALI,2020-11-09,1
AMAZONAS,2020-11-10,1
ANCASH,2020-11-10,1
APURIMAC,2020-11-10,1
AREQUIPA,2020-11-10,1
CAJAMARCA,2020-11-10,3
CALLAO,2020-11-10,1
HUANUCO,2020-11-10,1
ICA,2020-11-10,1
JUNIN,2020-11-10,1
LA LIBERTAD,2020-11-10,1
LAMBAYEQUE,2020-11-10,4
LIMA,2020-11-10,18
LORETO,2020-11-10,1
PIURA,2020-11-10,2
SAN MARTIN,2020-11-10,1
TUMBES,2020-11-10,1
