Department,Date,Active Cases
ANCASH,2020-08-17,270
APURIMAC,2020-08-17,106
AREQUIPA,2020-08-17,707
AYACUCHO,2020-08-17,187
CAJAMARCA,2020-08-17,374
CALLAO,2020-08-17,204
CUSCO,2020-08-17,339
HUANCAVELICA,2020-08-17,155
HUANUCO,2020-08-17,201
ICA,2020-08-17,304
JUNIN,2020-08-17,384
LA LIBERTAD,2020-08-17,248
LAMBAYEQUE,2020-08-17,169
LIMA,2020-08-17,3874
LORETO,2020-08-17,159
MADRE DE DIOS,2020-08-17,76
MOQUEGUA,2020-08-17,299
PASCO,2020-08-17,60
PIURA,2020-08-17,336
PUNO,2020-08-17,284
SAN MARTIN,2020-08-17,224
TACNA,2020-08-17,223
TUMBES,2020-08-17,23
UCAYALI,2020-08-17,155
AMAZONAS,2020-08-18,148
ANCASH,2020-08-18,203
APURIMAC,2020-08-18,67
AREQUIPA,2020-08-18,632
AYACUCHO,2020-08-18,198
CAJAMARCA,2020-08-18,389
CALLAO,2020-08-18,232
CUSCO,2020-08-18,470
HUANCAVELICA,2020-08-18,152
HUANUCO,2020-08-18,224
ICA,2020-08-18,277
JUNIN,2020-08-18,307
LA LIBERTAD,2020-08-18,284
LAMBAYEQUE,2020-08-18,152
LIMA,2020-08-18,3700
LORETO,2020-08-18,170
MADRE DE DIOS,2020-08-18,114
MOQUEGUA,2020-08-18,178
PASCO,2020-08-18,52
PIURA,2020-08-18,349
PUNO,2020-08-18,252
SAN MARTIN,2020-08-18,184
TACNA,2020-08-18,174
TUMBES,2020-08-18,54
UCAYALI,2020-08-18,234
AMAZONAS,2020-08-19,228
ANCASH,2020-08-19,245
APURIMAC,2020-08-19,58
AREQUIPA,2020-08-19,886
AYACUCHO,2020-08-19,186
CAJAMARCA,2020-08-19,340
CALLAO,2020-08-19,243
CUSCO,2020-08-19,448
HUANCAVELICA,2020-08-19,207
HUANUCO,2020-08-19,215
ICA,2020-08-19,332
JUNIN,2020-08-19,254
LA LIBERTAD,2020-08-19,301
LAMBAYEQUE,2020-08-19,214
LIMA,2020-08-19,3648
LORETO,2020-08-19,176
MADRE DE DIOS,2020-08-19,112
MOQUEGUA,2020-08-19,331
PASCO,2020-08-19,58
PIURA,2020-08-19,263
PUNO,2020-08-19,203
SAN MARTIN,2020-08-19,178
TACNA,2020-08-19,225
TUMBES,2020-08-19,93
UCAYALI,2020-08-19,198
AMAZONAS,2020-08-20,250
ANCASH,2020-08-20,228
APURIMAC,2020-08-20,81
AREQUIPA,2020-08-20,1388
AYACUCHO,2020-08-20,245
CAJAMARCA,2020-08-20,283
CALLAO,2020-08-20,278
CUSCO,2020-08-20,772
HUANCAVELICA,2020-08-20,133
HUANUCO,2020-08-20,249
ICA,2020-08-20,361
JUNIN,2020-08-20,243
LA LIBERTAD,2020-08-20,323
LAMBAYEQUE,2020-08-20,307
LIMA,2020-08-20,3067
LORETO,2020-08-20,215
MADRE DE DIOS,2020-08-20,108
MOQUEGUA,2020-08-20,213
PASCO,2020-08-20,82
PIURA,2020-08-20,341
PUNO,2020-08-20,260
SAN MARTIN,2020-08-20,192
TACNA,2020-08-20,402
TUMBES,2020-08-20,47
UCAYALI,2020-08-20,215
AMAZONAS,2020-08-21,204
ANCASH,2020-08-21,240
APURIMAC,2020-08-21,83
AREQUIPA,2020-08-21,757
AYACUCHO,2020-08-21,170
CAJAMARCA,2020-08-21,411
CALLAO,2020-08-21,219
CUSCO,2020-08-21,644
HUANCAVELICA,2020-08-21,108
HUANUCO,2020-08-21,231
ICA,2020-08-21,406
JUNIN,2020-08-21,195
LA LIBERTAD,2020-08-21,245
LAMBAYEQUE,2020-08-21,191
LIMA,2020-08-21,3233
LORETO,2020-08-21,153
MADRE DE DIOS,2020-08-21,66
MOQUEGUA,2020-08-21,195
PASCO,2020-08-21,59
PIURA,2020-08-21,302
PUNO,2020-08-21,187
SAN MARTIN,2020-08-21,134
TACNA,2020-08-21,264
TUMBES,2020-08-21,52
UCAYALI,2020-08-21,63
AMAZONAS,2020-08-22,166
ANCASH,2020-08-22,174
APURIMAC,2020-08-22,86
AREQUIPA,2020-08-22,898
AYACUCHO,2020-08-22,199
CAJAMARCA,2020-08-22,308
CALLAO,2020-08-22,153
CUSCO,2020-08-22,532
HUANCAVELICA,2020-08-22,71
HUANUCO,2020-08-22,169
ICA,2020-08-22,286
JUNIN,2020-08-22,183
LA LIBERTAD,2020-08-22,219
LAMBAYEQUE,2020-08-22,127
LIMA,2020-08-22,2754
LORETO,2020-08-22,102
MADRE DE DIOS,2020-08-22,74
MOQUEGUA,2020-08-22,87
PASCO,2020-08-22,23
PIURA,2020-08-22,260
PUNO,2020-08-22,149
SAN MARTIN,2020-08-22,122
TACNA,2020-08-22,259
TUMBES,2020-08-22,31
UCAYALI,2020-08-22,112
AMAZONAS,2020-08-23,40
ANCASH,2020-08-23,55
APURIMAC,2020-08-23,9
AREQUIPA,2020-08-23,55
AYACUCHO,2020-08-23,21
CAJAMARCA,2020-08-23,44
CALLAO,2020-08-23,23
CUSCO,2020-08-23,64
HUANCAVELICA,2020-08-23,10
HUANUCO,2020-08-23,33
ICA,2020-08-23,15
JUNIN,2020-08-23,67
LA LIBERTAD,2020-08-23,58
LAMBAYEQUE,2020-08-23,40
LIMA,2020-08-23,1198
LORETO,2020-08-23,38
MADRE DE DIOS,2020-08-23,11
MOQUEGUA,2020-08-23,75
PASCO,2020-08-23,4
PIURA,2020-08-23,14
PUNO,2020-08-23,26
SAN MARTIN,2020-08-23,42
TACNA,2020-08-23,11
TUMBES,2020-08-23,1
UCAYALI,2020-08-23,28
AMAZONAS,2020-08-24,174
ANCASH,2020-08-24,228
APURIMAC,2020-08-24,90
AREQUIPA,2020-08-24,399
AYACUCHO,2020-08-24,140
CAJAMARCA,2020-08-24,364
CALLAO,2020-08-24,318
CUSCO,2020-08-24,741
HUANCAVELICA,2020-08-24,79
HUANUCO,2020-08-24,251
ICA,2020-08-24,336
JUNIN,2020-08-24,194
LA LIBERTAD,2020-08-24,243
LAMBAYEQUE,2020-08-24,124
LIMA,2020-08-24,2865
LORETO,2020-08-24,201
MADRE DE DIOS,2020-08-24,80
MOQUEGUA,2020-08-24,198
PASCO,2020-08-24,49
PIURA,2020-08-24,460
PUNO,2020-08-24,249
SAN MARTIN,2020-08-24,209
TACNA,2020-08-24,291
TUMBES,2020-08-24,67
UCAYALI,2020-08-24,142
AMAZONAS,2020-08-25,314
ANCASH,2020-08-25,290
APURIMAC,2020-08-25,126
AREQUIPA,2020-08-25,892
AYACUCHO,2020-08-25,217
CAJAMARCA,2020-08-25,464
CALLAO,2020-08-25,245
CUSCO,2020-08-25,566
HUANCAVELICA,2020-08-25,147
HUANUCO,2020-08-25,326
ICA,2020-08-25,566
JUNIN,2020-08-25,372
LA LIBERTAD,2020-08-25,381
LAMBAYEQUE,2020-08-25,258
LIMA,2020-08-25,3185
LORETO,2020-08-25,193
MADRE DE DIOS,2020-08-25,193
MOQUEGUA,2020-08-25,236
PASCO,2020-08-25,100
PIURA,2020-08-25,587
PUNO,2020-08-25,374
SAN MARTIN,2020-08-25,323
TACNA,2020-08-25,348
TUMBES,2020-08-25,76
UCAYALI,2020-08-25,227
AMAZONAS,2020-08-26,190
ANCASH,2020-08-26,329
APURIMAC,2020-08-26,106
AREQUIPA,2020-08-26,554
AYACUCHO,2020-08-26,150
CAJAMARCA,2020-08-26,222
CALLAO,2020-08-26,230
CUSCO,2020-08-26,347
HUANCAVELICA,2020-08-26,99
HUANUCO,2020-08-26,146
ICA,2020-08-26,263
JUNIN,2020-08-26,306
LA LIBERTAD,2020-08-26,199
LAMBAYEQUE,2020-08-26,162
LIMA,2020-08-26,3303
LORETO,2020-08-26,134
MADRE DE DIOS,2020-08-26,128
MOQUEGUA,2020-08-26,196
PASCO,2020-08-26,49
PIURA,2020-08-26,346
PUNO,2020-08-26,315
SAN MARTIN,2020-08-26,168
TACNA,2020-08-26,197
TUMBES,2020-08-26,44
UCAYALI,2020-08-26,217
AMAZONAS,2020-08-27,204
ANCASH,2020-08-27,158
APURIMAC,2020-08-27,67
AREQUIPA,2020-08-27,596
AYACUCHO,2020-08-27,160
CAJAMARCA,2020-08-27,181
CALLAO,2020-08-27,181
CUSCO,2020-08-27,348
HUANCAVELICA,2020-08-27,39
HUANUCO,2020-08-27,136
ICA,2020-08-27,324
JUNIN,2020-08-27,204
LA LIBERTAD,2020-08-27,279
LAMBAYEQUE,2020-08-27,162
LIMA,2020-08-27,3028
LORETO,2020-08-27,114
MADRE DE DIOS,2020-08-27,101
MOQUEGUA,2020-08-27,127
PASCO,2020-08-27,81
PIURA,2020-08-27,366
PUNO,2020-08-27,220
SAN MARTIN,2020-08-27,148
TACNA,2020-08-27,308
TUMBES,2020-08-27,31
UCAYALI,2020-08-27,123
AMAZONAS,2020-08-28,105
ANCASH,2020-08-28,325
APURIMAC,2020-08-28,97
AREQUIPA,2020-08-28,460
AYACUCHO,2020-08-28,145
CAJAMARCA,2020-08-28,236
CALLAO,2020-08-28,226
CUSCO,2020-08-28,654
HUANCAVELICA,2020-08-28,71
HUANUCO,2020-08-28,191
ICA,2020-08-28,297
JUNIN,2020-08-28,265
LA LIBERTAD,2020-08-28,274
LAMBAYEQUE,2020-08-28,263
LIMA,2020-08-28,3775
LORETO,2020-08-28,86
MADRE DE DIOS,2020-08-28,120
MOQUEGUA,2020-08-28,219
PASCO,2020-08-28,66
PIURA,2020-08-28,381
PUNO,2020-08-28,197
SAN MARTIN,2020-08-28,229
TACNA,2020-08-28,24
TUMBES,2020-08-28,29
UCAYALI,2020-08-28,130
AMAZONAS,2020-08-29,108
ANCASH,2020-08-29,157
APURIMAC,2020-08-29,60
AREQUIPA,2020-08-29,435
AYACUCHO,2020-08-29,102
CAJAMARCA,2020-08-29,162
CALLAO,2020-08-29,128
CUSCO,2020-08-29,278
HUANCAVELICA,2020-08-29,65
HUANUCO,2020-08-29,164
ICA,2020-08-29,299
JUNIN,2020-08-29,244
LA LIBERTAD,2020-08-29,201
LAMBAYEQUE,2020-08-29,174
LIMA,2020-08-29,2610
LORETO,2020-08-29,67
MADRE DE DIOS,2020-08-29,86
MOQUEGUA,2020-08-29,67
PASCO,2020-08-29,72
PIURA,2020-08-29,273
PUNO,2020-08-29,162
SAN MARTIN,2020-08-29,89
TACNA,2020-08-29,164
TUMBES,2020-08-29,44
UCAYALI,2020-08-29,124
AMAZONAS,2020-08-30,18
ANCASH,2020-08-30,59
APURIMAC,2020-08-30,17
AREQUIPA,2020-08-30,107
AYACUCHO,2020-08-30,34
CAJAMARCA,2020-08-30,64
CALLAO,2020-08-30,70
CUSCO,2020-08-30,39
HUANCAVELICA,2020-08-30,69
HUANUCO,2020-08-30,40
ICA,2020-08-30,62
JUNIN,2020-08-30,70
LA LIBERTAD,2020-08-30,68
LAMBAYEQUE,2020-08-30,41
LIMA,2020-08-30,1258
LORETO,2020-08-30,28
MADRE DE DIOS,2020-08-30,7
MOQUEGUA,2020-08-30,15
PASCO,2020-08-30,14
PIURA,2020-08-30,50
PUNO,2020-08-30,42
SAN MARTIN,2020-08-30,35
TACNA,2020-08-30,26
TUMBES,2020-08-30,9
UCAYALI,2020-08-30,46
AMAZONAS,2020-08-31,97
ANCASH,2020-08-31,191
APURIMAC,2020-08-31,103
AREQUIPA,2020-08-31,495
AYACUCHO,2020-08-31,107
CAJAMARCA,2020-08-31,149
CALLAO,2020-08-31,166
CUSCO,2020-08-31,266
HUANCAVELICA,2020-08-31,60
HUANUCO,2020-08-31,173
ICA,2020-08-31,190
JUNIN,2020-08-31,181
LA LIBERTAD,2020-08-31,190
LAMBAYEQUE,2020-08-31,127
LIMA,2020-08-31,2519
LORETO,2020-08-31,114
MADRE DE DIOS,2020-08-31,92
MOQUEGUA,2020-08-31,173
PASCO,2020-08-31,56
PIURA,2020-08-31,273
PUNO,2020-08-31,145
SAN MARTIN,2020-08-31,107
TACNA,2020-08-31,184
TUMBES,2020-08-31,35
UCAYALI,2020-08-31,78
AMAZONAS,2020-09-01,99
ANCASH,2020-09-01,182
APURIMAC,2020-09-01,56
AREQUIPA,2020-09-01,395
AYACUCHO,2020-09-01,164
CAJAMARCA,2020-09-01,235
CALLAO,2020-09-01,168
CUSCO,2020-09-01,230
HUANCAVELICA,2020-09-01,69
HUANUCO,2020-09-01,131
ICA,2020-09-01,202
JUNIN,2020-09-01,159
LA LIBERTAD,2020-09-01,179
LAMBAYEQUE,2020-09-01,184
LIMA,2020-09-01,2432
LORETO,2020-09-01,162
MADRE DE DIOS,2020-09-01,70
MOQUEGUA,2020-09-01,91
PASCO,2020-09-01,41
PIURA,2020-09-01,412
PUNO,2020-09-01,145
SAN MARTIN,2020-09-01,140
TACNA,2020-09-01,107
TUMBES,2020-09-01,63
UCAYALI,2020-09-01,93
AMAZONAS,2020-09-02,75
ANCASH,2020-09-02,145
APURIMAC,2020-09-02,58
AREQUIPA,2020-09-02,351
AYACUCHO,2020-09-02,112
CAJAMARCA,2020-09-02,157
CALLAO,2020-09-02,184
CUSCO,2020-09-02,269
HUANCAVELICA,2020-09-02,87
HUANUCO,2020-09-02,151
ICA,2020-09-02,237
JUNIN,2020-09-02,203
LA LIBERTAD,2020-09-02,218
LAMBAYEQUE,2020-09-02,113
LIMA,2020-09-02,2426
LORETO,2020-09-02,120
MADRE DE DIOS,2020-09-02,103
MOQUEGUA,2020-09-02,153
PASCO,2020-09-02,66
PIURA,2020-09-02,386
PUNO,2020-09-02,209
SAN MARTIN,2020-09-02,174
TACNA,2020-09-02,174
TUMBES,2020-09-02,36
UCAYALI,2020-09-02,86
AMAZONAS,2020-09-03,47
ANCASH,2020-09-03,61
APURIMAC,2020-09-03,29
AREQUIPA,2020-09-03,164
AYACUCHO,2020-09-03,80
CAJAMARCA,2020-09-03,91
CALLAO,2020-09-03,135
CUSCO,2020-09-03,99
HUANCAVELICA,2020-09-03,17
HUANUCO,2020-09-03,45
ICA,2020-09-03,133
JUNIN,2020-09-03,76
LA LIBERTAD,2020-09-03,145
LAMBAYEQUE,2020-09-03,41
LIMA,2020-09-03,1877
LORETO,2020-09-03,44
MADRE DE DIOS,2020-09-03,21
MOQUEGUA,2020-09-03,42
PASCO,2020-09-03,12
PIURA,2020-09-03,130
PUNO,2020-09-03,56
SAN MARTIN,2020-09-03,114
TACNA,2020-09-03,52
TUMBES,2020-09-03,12
UCAYALI,2020-09-03,48
AMAZONAS,2020-09-04,251
ANCASH,2020-09-04,233
APURIMAC,2020-09-04,218
AREQUIPA,2020-09-04,581
AYACUCHO,2020-09-04,256
CAJAMARCA,2020-09-04,440
CALLAO,2020-09-04,231
CUSCO,2020-09-04,376
HUANCAVELICA,2020-09-04,197
HUANUCO,2020-09-04,217
ICA,2020-09-04,555
JUNIN,2020-09-04,331
LA LIBERTAD,2020-09-04,292
LAMBAYEQUE,2020-09-04,231
LIMA,2020-09-04,3243
LORETO,2020-09-04,154
MADRE DE DIOS,2020-09-04,81
MOQUEGUA,2020-09-04,211
PASCO,2020-09-04,109
PIURA,2020-09-04,486
PUNO,2020-09-04,408
SAN MARTIN,2020-09-04,208
TACNA,2020-09-04,295
TUMBES,2020-09-04,40
UCAYALI,2020-09-04,114
AMAZONAS,2020-09-05,31
ANCASH,2020-09-05,131
APURIMAC,2020-09-05,30
AREQUIPA,2020-09-05,223
AYACUCHO,2020-09-05,61
CAJAMARCA,2020-09-05,83
CALLAO,2020-09-05,101
CUSCO,2020-09-05,119
HUANCAVELICA,2020-09-05,8
HUANUCO,2020-09-05,28
ICA,2020-09-05,149
JUNIN,2020-09-05,82
LA LIBERTAD,2020-09-05,193
LAMBAYEQUE,2020-09-05,106
LIMA,2020-09-05,1787
LORETO,2020-09-05,58
MADRE DE DIOS,2020-09-05,19
MOQUEGUA,2020-09-05,28
PASCO,2020-09-05,32
PIURA,2020-09-05,104
PUNO,2020-09-05,81
SAN MARTIN,2020-09-05,93
TACNA,2020-09-05,103
TUMBES,2020-09-05,24
UCAYALI,2020-09-05,73
AMAZONAS,2020-09-06,32
ANCASH,2020-09-06,65
APURIMAC,2020-09-06,25
AREQUIPA,2020-09-06,55
AYACUCHO,2020-09-06,23
CAJAMARCA,2020-09-06,29
CALLAO,2020-09-06,43
CUSCO,2020-09-06,159
HUANCAVELICA,2020-09-06,9
HUANUCO,2020-09-06,48
ICA,2020-09-06,56
JUNIN,2020-09-06,85
LA LIBERTAD,2020-09-06,30
LAMBAYEQUE,2020-09-06,20
LIMA,2020-09-06,926
LORETO,2020-09-06,11
MADRE DE DIOS,2020-09-06,15
MOQUEGUA,2020-09-06,11
PASCO,2020-09-06,7
PIURA,2020-09-06,34
PUNO,2020-09-06,44
SAN MARTIN,2020-09-06,28
TACNA,2020-09-06,10
TUMBES,2020-09-06,16
UCAYALI,2020-09-06,31
AMAZONAS,2020-09-07,104
ANCASH,2020-09-07,125
APURIMAC,2020-09-07,120
AREQUIPA,2020-09-07,346
AYACUCHO,2020-09-07,167
CAJAMARCA,2020-09-07,147
CALLAO,2020-09-07,152
CUSCO,2020-09-07,272
HUANCAVELICA,2020-09-07,97
HUANUCO,2020-09-07,110
ICA,2020-09-07,306
JUNIN,2020-09-07,159
LA LIBERTAD,2020-09-07,202
LAMBAYEQUE,2020-09-07,129
LIMA,2020-09-07,2338
LORETO,2020-09-07,123
MADRE DE DIOS,2020-09-07,48
MOQUEGUA,2020-09-07,90
PASCO,2020-09-07,59
PIURA,2020-09-07,336
PUNO,2020-09-07,156
SAN MARTIN,2020-09-07,120
TACNA,2020-09-07,281
TUMBES,2020-09-07,69
UCAYALI,2020-09-07,90
AMAZONAS,2020-09-08,169
ANCASH,2020-09-08,116
APURIMAC,2020-09-08,127
AREQUIPA,2020-09-08,785
AYACUCHO,2020-09-08,145
CAJAMARCA,2020-09-08,174
CALLAO,2020-09-08,241
CUSCO,2020-09-08,297
HUANCAVELICA,2020-09-08,106
HUANUCO,2020-09-08,97
ICA,2020-09-08,250
JUNIN,2020-09-08,224
LA LIBERTAD,2020-09-08,255
LAMBAYEQUE,2020-09-08,118
LIMA,2020-09-08,2158
LORETO,2020-09-08,86
MADRE DE DIOS,2020-09-08,62
MOQUEGUA,2020-09-08,153
PASCO,2020-09-08,47
PIURA,2020-09-08,259
PUNO,2020-09-08,151
SAN MARTIN,2020-09-08,181
TACNA,2020-09-08,188
TUMBES,2020-09-08,54
UCAYALI,2020-09-08,85
AMAZONAS,2020-09-09,120
ANCASH,2020-09-09,187
APURIMAC,2020-09-09,153
AREQUIPA,2020-09-09,285
AYACUCHO,2020-09-09,158
CAJAMARCA,2020-09-09,148
CALLAO,2020-09-09,204
CUSCO,2020-09-09,256
HUANCAVELICA,2020-09-09,121
HUANUCO,2020-09-09,114
ICA,2020-09-09,263
JUNIN,2020-09-09,132
LA LIBERTAD,2020-09-09,203
LAMBAYEQUE,2020-09-09,156
LIMA,2020-09-09,2562
LORETO,2020-09-09,89
MADRE DE DIOS,2020-09-09,50
MOQUEGUA,2020-09-09,118
PASCO,2020-09-09,47
PIURA,2020-09-09,306
PUNO,2020-09-09,127
SAN MARTIN,2020-09-09,141
TACNA,2020-09-09,132
TUMBES,2020-09-09,45
UCAYALI,2020-09-09,81
AMAZONAS,2020-09-10,62
ANCASH,2020-09-10,123
APURIMAC,2020-09-10,19
AREQUIPA,2020-09-10,116
AYACUCHO,2020-09-10,68
CAJAMARCA,2020-09-10,91
CALLAO,2020-09-10,262
CUSCO,2020-09-10,106
HUANCAVELICA,2020-09-10,13
HUANUCO,2020-09-10,44
ICA,2020-09-10,56
JUNIN,2020-09-10,106
LA LIBERTAD,2020-09-10,120
LAMBAYEQUE,2020-09-10,116
LIMA,2020-09-10,1415
LORETO,2020-09-10,55
MADRE DE DIOS,2020-09-10,96
MOQUEGUA,2020-09-10,155
PASCO,2020-09-10,18
PIURA,2020-09-10,71
PUNO,2020-09-10,52
SAN MARTIN,2020-09-10,204
TACNA,2020-09-10,90
TUMBES,2020-09-10,15
UCAYALI,2020-09-10,48
AMAZONAS,2020-09-11,157
ANCASH,2020-09-11,222
APURIMAC,2020-09-11,116
AREQUIPA,2020-09-11,787
AYACUCHO,2020-09-11,123
CAJAMARCA,2020-09-11,267
CALLAO,2020-09-11,311
CUSCO,2020-09-11,485
HUANCAVELICA,2020-09-11,85
HUANUCO,2020-09-11,184
ICA,2020-09-11,336
JUNIN,2020-09-11,368
LA LIBERTAD,2020-09-11,566
LAMBAYEQUE,2020-09-11,229
LIMA,2020-09-11,3892
LORETO,2020-09-11,74
MADRE DE DIOS,2020-09-11,259
MOQUEGUA,2020-09-11,409
PASCO,2020-09-11,63
PIURA,2020-09-11,442
PUNO,2020-09-11,275
SAN MARTIN,2020-09-11,245
TACNA,2020-09-11,263
TUMBES,2020-09-11,60
UCAYALI,2020-09-11,123
AMAZONAS,2020-09-12,136
ANCASH,2020-09-12,315
APURIMAC,2020-09-12,45
AREQUIPA,2020-09-12,199
AYACUCHO,2020-09-12,104
CAJAMARCA,2020-09-12,105
CALLAO,2020-09-12,219
CUSCO,2020-09-12,172
HUANCAVELICA,2020-09-12,65
HUANUCO,2020-09-12,151
ICA,2020-09-12,182
JUNIN,2020-09-12,134
LA LIBERTAD,2020-09-12,237
LAMBAYEQUE,2020-09-12,127
LIMA,2020-09-12,2133
LORETO,2020-09-12,122
MADRE DE DIOS,2020-09-12,165
MOQUEGUA,2020-09-12,197
PASCO,2020-09-12,28
PIURA,2020-09-12,177
PUNO,2020-09-12,136
SAN MARTIN,2020-09-12,117
TACNA,2020-09-12,92
TUMBES,2020-09-12,38
UCAYALI,2020-09-12,49
AMAZONAS,2020-09-13,38
ANCASH,2020-09-13,61
APURIMAC,2020-09-13,30
AREQUIPA,2020-09-13,64
AYACUCHO,2020-09-13,27
CAJAMARCA,2020-09-13,39
CALLAO,2020-09-13,46
CUSCO,2020-09-13,39
HUANCAVELICA,2020-09-13,35
HUANUCO,2020-09-13,58
ICA,2020-09-13,31
JUNIN,2020-09-13,57
LA LIBERTAD,2020-09-13,43
LAMBAYEQUE,2020-09-13,43
LIMA,2020-09-13,1021
LORETO,2020-09-13,66
MADRE DE DIOS,2020-09-13,11
MOQUEGUA,2020-09-13,37
PASCO,2020-09-13,12
PIURA,2020-09-13,44
PUNO,2020-09-13,28
SAN MARTIN,2020-09-13,33
TACNA,2020-09-13,15
TUMBES,2020-09-13,49
UCAYALI,2020-09-13,23
AMAZONAS,2020-09-14,118
ANCASH,2020-09-14,184
APURIMAC,2020-09-14,56
AREQUIPA,2020-09-14,447
AYACUCHO,2020-09-14,112
CAJAMARCA,2020-09-14,139
CALLAO,2020-09-14,194
CUSCO,2020-09-14,241
HUANCAVELICA,2020-09-14,93
HUANUCO,2020-09-14,168
ICA,2020-09-14,195
JUNIN,2020-09-14,173
LA LIBERTAD,2020-09-14,326
LAMBAYEQUE,2020-09-14,189
LIMA,2020-09-14,1866
LORETO,2020-09-14,94
MADRE DE DIOS,2020-09-14,39
MOQUEGUA,2020-09-14,212
PASCO,2020-09-14,61
PIURA,2020-09-14,249
PUNO,2020-09-14,146
SAN MARTIN,2020-09-14,199
TACNA,2020-09-14,88
TUMBES,2020-09-14,61
UCAYALI,2020-09-14,104
AMAZONAS,2020-09-15,120
ANCASH,2020-09-15,142
APURIMAC,2020-09-15,52
AREQUIPA,2020-09-15,261
AYACUCHO,2020-09-15,131
CAJAMARCA,2020-09-15,175
CALLAO,2020-09-15,125
CUSCO,2020-09-15,167
HUANCAVELICA,2020-09-15,40
HUANUCO,2020-09-15,113
ICA,2020-09-15,210
JUNIN,2020-09-15,161
LA LIBERTAD,2020-09-15,306
LAMBAYEQUE,2020-09-15,202
LIMA,2020-09-15,1865
LORETO,2020-09-15,123
MADRE DE DIOS,2020-09-15,39
MOQUEGUA,2020-09-15,199
PASCO,2020-09-15,40
PIURA,2020-09-15,207
PUNO,2020-09-15,256
SAN MARTIN,2020-09-15,109
TACNA,2020-09-15,94
TUMBES,2020-09-15,91
UCAYALI,2020-09-15,85
AMAZONAS,2020-09-16,96
ANCASH,2020-09-16,242
APURIMAC,2020-09-16,61
AREQUIPA,2020-09-16,242
AYACUCHO,2020-09-16,136
CAJAMARCA,2020-09-16,141
CALLAO,2020-09-16,162
CUSCO,2020-09-16,128
HUANCAVELICA,2020-09-16,53
HUANUCO,2020-09-16,165
ICA,2020-09-16,237
JUNIN,2020-09-16,140
LA LIBERTAD,2020-09-16,265
LAMBAYEQUE,2020-09-16,186
LIMA,2020-09-16,1915
LORETO,2020-09-16,117
MADRE DE DIOS,2020-09-16,38
MOQUEGUA,2020-09-16,242
PASCO,2020-09-16,40
PIURA,2020-09-16,163
PUNO,2020-09-16,157
SAN MARTIN,2020-09-16,125
TACNA,2020-09-16,110
TUMBES,2020-09-16,44
UCAYALI,2020-09-16,71
AMAZONAS,2020-09-17,139
ANCASH,2020-09-17,133
APURIMAC,2020-09-17,86
AREQUIPA,2020-09-17,241
AYACUCHO,2020-09-17,117
CAJAMARCA,2020-09-17,141
CALLAO,2020-09-17,147
CUSCO,2020-09-17,128
HUANCAVELICA,2020-09-17,88
HUANUCO,2020-09-17,134
ICA,2020-09-17,214
JUNIN,2020-09-17,118
LA LIBERTAD,2020-09-17,307
LAMBAYEQUE,2020-09-17,147
LIMA,2020-09-17,2596
LORETO,2020-09-17,91
MADRE DE DIOS,2020-09-17,58
MOQUEGUA,2020-09-17,226
PASCO,2020-09-17,30
PIURA,2020-09-17,201
PUNO,2020-09-17,355
SAN MARTIN,2020-09-17,139
TACNA,2020-09-17,131
TUMBES,2020-09-17,94
UCAYALI,2020-09-17,121
AMAZONAS,2020-09-18,102
ANCASH,2020-09-18,136
APURIMAC,2020-09-18,75
AREQUIPA,2020-09-18,237
AYACUCHO,2020-09-18,126
CAJAMARCA,2020-09-18,109
CALLAO,2020-09-18,143
CUSCO,2020-09-18,112
HUANCAVELICA,2020-09-18,71
HUANUCO,2020-09-18,103
ICA,2020-09-18,319
JUNIN,2020-09-18,201
LA LIBERTAD,2020-09-18,197
LAMBAYEQUE,2020-09-18,115
LIMA,2020-09-18,2374
LORETO,2020-09-18,88
MADRE DE DIOS,2020-09-18,50
MOQUEGUA,2020-09-18,210
PASCO,2020-09-18,63
PIURA,2020-09-18,173
PUNO,2020-09-18,310
SAN MARTIN,2020-09-18,146
TACNA,2020-09-18,146
TUMBES,2020-09-18,55
UCAYALI,2020-09-18,54
AMAZONAS,2020-09-19,156
ANCASH,2020-09-19,118
APURIMAC,2020-09-19,33
AREQUIPA,2020-09-19,175
AYACUCHO,2020-09-19,127
CAJAMARCA,2020-09-19,103
CALLAO,2020-09-19,166
CUSCO,2020-09-19,110
HUANCAVELICA,2020-09-19,72
HUANUCO,2020-09-19,74
ICA,2020-09-19,168
JUNIN,2020-09-19,164
LA LIBERTAD,2020-09-19,111
LAMBAYEQUE,2020-09-19,103
LIMA,2020-09-19,2097
LORETO,2020-09-19,62
MADRE DE DIOS,2020-09-19,55
MOQUEGUA,2020-09-19,336
PASCO,2020-09-19,28
PIURA,2020-09-19,113
PUNO,2020-09-19,245
SAN MARTIN,2020-09-19,107
TACNA,2020-09-19,38
TUMBES,2020-09-19,22
UCAYALI,2020-09-19,33
AMAZONAS,2020-09-20,85
ANCASH,2020-09-20,34
APURIMAC,2020-09-20,5
AREQUIPA,2020-09-20,39
AYACUCHO,2020-09-20,24
CAJAMARCA,2020-09-20,34
CALLAO,2020-09-20,34
CUSCO,2020-09-20,32
HUANCAVELICA,2020-09-20,19
HUANUCO,2020-09-20,27
ICA,2020-09-20,26
JUNIN,2020-09-20,76
LA LIBERTAD,2020-09-20,52
LAMBAYEQUE,2020-09-20,52
LIMA,2020-09-20,795
LORETO,2020-09-20,34
